Ticker,Date,Open,High,Low,Close,Adj Close,Volume
GC=F,2008-08-19,789.5999755859375,814.5,789.5999755859375,811.0999755859375,811.0999755859375,48.0
CL=F,2008-08-19,113.11000061035156,116.6500015258789,111.63999938964844,114.52999877929688,114.52999877929688,149293.0
^NYA,2008-08-20,8212.4599609375,8278.6396484375,8187.3701171875,8276.91015625,8276.91015625,4555030000.0
^IXIC,2008-08-20,2396.580078125,2408.679931640625,2372.340087890625,2389.080078125,2389.080078125,1746470000.0
^FTSE,2008-08-20,5320.39990234375,5384.2001953125,5320.39990234375,5371.7998046875,5371.7998046875,1086011900.0
^NSEI,2008-08-20,4365.4501953125,4434.89990234375,4365.4501953125,4415.75,4415.75,0.0
^BSESN,2008-08-20,14610.5703125,14746.2001953125,14584.0302734375,14678.23046875,14678.23046875,18400.0
^N225,2008-08-20,12753.98046875,12923.66015625,12753.98046875,12851.6904296875,12851.6904296875,110400000.0
000001.SS,2008-08-20,2332.48388671875,2523.468994140625,2306.662109375,2523.281982421875,2523.281982421875,73800.0
^N100,2008-08-20,760.0900268554688,763.530029296875,755.25,761.3099975585938,761.3099975585938,243867900.0
^DJI,2008-08-20,11345.9404296875,11454.150390625,11290.580078125,11417.4296875,11417.4296875,144880000.0
^GSPC,2008-08-20,1267.3399658203125,1276.010009765625,1261.1600341796875,1274.5400390625,1274.5400390625,4555030000.0
GC=F,2008-08-20,814.9000244140625,814.9000244140625,804.7000122070312,810.2999877929688,810.2999877929688,87.0
CL=F,2008-08-20,115.11000061035156,117.02999877929688,112.61000061035156,114.9800033569336,114.9800033569336,274859.0
^NYA,2008-08-21,8276.7099609375,8336.6201171875,8235.76953125,8314.1396484375,8314.1396484375,4032590000.0
^IXIC,2008-08-21,2371.5400390625,2387.719970703125,2360.389892578125,2380.3798828125,2380.3798828125,1562430000.0
^FTSE,2008-08-21,5371.7998046875,5408.0,5311.39990234375,5370.2001953125,5370.2001953125,1011026700.0
^NSEI,2008-08-21,4416.2001953125,4418.5498046875,4271.2998046875,4283.85009765625,4283.85009765625,0.0
^BSESN,2008-08-21,14646.98046875,14646.98046875,14201.1796875,14243.73046875,14243.73046875,19400.0
^N225,2008-08-21,12885.33984375,12885.33984375,12723.830078125,12752.2099609375,12752.2099609375,105200000.0
000001.SS,2008-08-21,2484.485107421875,2518.443115234375,2431.0458984375,2431.716064453125,2431.716064453125,61400.0
^N100,2008-08-21,756.260009765625,757.1699829101562,749.5399780273438,751.9500122070312,751.9500122070312,248593000.0
^DJI,2008-08-21,11415.23046875,11476.2099609375,11315.5703125,11430.2099609375,11430.2099609375,130020000.0
^GSPC,2008-08-21,1271.0699462890625,1281.4000244140625,1265.219970703125,1277.719970703125,1277.719970703125,4032590000.0
GC=F,2008-08-21,825.7999877929688,835.5999755859375,825.7999877929688,833.0,833.0,99.0
CL=F,2008-08-21,115.86000061035156,122.04000091552734,115.4000015258789,121.18000030517578,121.18000030517578,308114.0
^NYA,2008-08-22,8314.1396484375,8388.7900390625,8314.1396484375,8373.5498046875,8373.5498046875,3741070000.0
^IXIC,2008-08-22,2390.340087890625,2417.6298828125,2390.340087890625,2414.7099609375,2414.7099609375,1365910000.0
^FTSE,2008-08-22,5370.2001953125,5505.60009765625,5368.0,5505.60009765625,5505.60009765625,1024330800.0
^NSEI,2008-08-22,4283.85009765625,4337.0,4248.0,4327.4501953125,4327.4501953125,0.0
^BSESN,2008-08-22,14153.3896484375,14428.51953125,14136.8603515625,14401.490234375,14401.490234375,20400.0
^N225,2008-08-22,12727.3701171875,12732.6904296875,12631.9404296875,12666.0400390625,12666.0400390625,87900000.0
000001.SS,2008-08-22,2414.458984375,2426.70703125,2362.093017578125,2405.22607421875,2405.22607421875,46200.0
^N100,2008-08-22,754.8300170898438,768.989990234375,752.47998046875,768.47998046875,768.47998046875,228775000.0
^DJI,2008-08-22,11426.7900390625,11632.1298828125,11426.7900390625,11628.0595703125,11628.0595703125,138790000.0
^GSPC,2008-08-22,1277.5899658203125,1293.0899658203125,1277.5899658203125,1292.199951171875,1292.199951171875,3741070000.0
GC=F,2008-08-22,832.2999877929688,836.5999755859375,823.0999755859375,827.4000244140625,827.4000244140625,21.0
CL=F,2008-08-22,121.5500030517578,121.86000061035156,114.18000030517578,114.58999633789062,114.58999633789062,276216.0
^NYA,2008-08-25,8373.5498046875,8373.5498046875,8214.0703125,8229.0302734375,8229.0302734375,3420600000.0
^IXIC,2008-08-25,2399.72998046875,2399.72998046875,2362.199951171875,2365.590087890625,2365.590087890625,2366920000.0
^NSEI,2008-08-25,4317.9501953125,4398.7998046875,4317.9501953125,4335.35009765625,4335.35009765625,0.0
^BSESN,2008-08-25,14643.3701171875,14672.6904296875,14416.2001953125,14450.349609375,14450.349609375,17000.0
^N225,2008-08-25,12797.5400390625,12949.330078125,12797.5400390625,12878.66015625,12878.66015625,86600000.0
000001.SS,2008-08-25,2408.094970703125,2443.989990234375,2382.291015625,2413.3740234375,2413.3740234375,33800.0
^N100,2008-08-25,764.8200073242188,767.4500122070312,760.5,760.8800048828125,760.8800048828125,123345200.0
^DJI,2008-08-25,11626.1904296875,11626.26953125,11362.6298828125,11386.25,11386.25,148610000.0
^GSPC,2008-08-25,1290.469970703125,1290.469970703125,1264.8699951171875,1266.8399658203125,1266.8399658203125,3420600000.0
GC=F,2008-08-25,819.7999877929688,819.7999877929688,819.7999877929688,819.7999877929688,819.7999877929688,44.0
CL=F,2008-08-25,114.69000244140624,116.05999755859376,113.68000030517578,115.11000061035156,115.11000061035156,174446.0
^NYA,2008-08-26,8228.849609375,8285.580078125,8213.240234375,8263.7197265625,8263.7197265625,3587570000.0
^IXIC,2008-08-26,2364.31005859375,2377.0400390625,2345.7900390625,2361.969970703125,2361.969970703125,1256980000.0
^FTSE,2008-08-26,5505.60009765625,5505.60009765625,5369.2998046875,5470.7001953125,5470.7001953125,963908000.0
^NSEI,2008-08-26,4335.2001953125,4345.0498046875,4283.2998046875,4337.5,4337.5,0.0
^BSESN,2008-08-26,14338.26953125,14495.26953125,14286.3798828125,14482.2197265625,14482.2197265625,18800.0
^N225,2008-08-26,12711.0302734375,12801.2099609375,12656.08984375,12778.7099609375,12778.7099609375,87100000.0
000001.SS,2008-08-26,2384.946044921875,2403.01611328125,2327.219970703125,2350.083984375,2350.083984375,41000.0
^N100,2008-08-26,756.4600219726562,766.02001953125,751.219970703125,763.5700073242188,763.5700073242188,220364100.0
^DJI,2008-08-26,11383.5595703125,11436.240234375,11340.41015625,11412.8701171875,11412.8701171875,119800000.0
^GSPC,2008-08-26,1267.030029296875,1275.6500244140625,1263.2099609375,1271.510009765625,1271.510009765625,3587570000.0
GC=F,2008-08-26,826.0,826.0,826.0,822.2000122070312,822.2000122070312,142.0
CL=F,2008-08-26,115.5,117.88999938964844,112.36000061035156,116.2699966430664,116.2699966430664,311866.0
^NYA,2008-08-27,8263.75,8363.4697265625,8263.75,8349.83984375,8349.83984375,3499610000.0
^IXIC,2008-08-27,2362.860107421875,2395.02001953125,2358.929931640625,2382.4599609375,2382.4599609375,1540700000.0
^FTSE,2008-08-27,5470.7001953125,5540.7998046875,5434.7001953125,5528.2001953125,5528.2001953125,879705700.0
^NSEI,2008-08-27,4336.85009765625,4364.25,4282.64990234375,4292.10009765625,4292.10009765625,0.0
^BSESN,2008-08-27,14563.099609375,14563.099609375,14261.6904296875,14296.7900390625,14296.7900390625,15600.0
^N225,2008-08-27,12734.3896484375,12783.6298828125,12681.98046875,12752.9599609375,12752.9599609375,86900000.0
000001.SS,2008-08-27,2343.882080078125,2385.990966796875,2310.455078125,2342.14697265625,2342.14697265625,41000.0
^N100,2008-08-27,763.22998046875,767.489990234375,754.760009765625,765.260009765625,765.260009765625,235426400.0
^DJI,2008-08-27,11412.4599609375,11554.4599609375,11381.76953125,11502.509765625,11502.509765625,120580000.0
^GSPC,2008-08-27,1271.2900390625,1285.050048828125,1270.030029296875,1281.6600341796875,1281.6600341796875,3499610000.0
GC=F,2008-08-27,830.2999877929688,830.2999877929688,825.2999877929688,828.0999755859375,828.0999755859375,423.0
CL=F,2008-08-27,116.04000091552734,119.62999725341795,115.63999938964844,118.1500015258789,118.1500015258789,265812.0
^NYA,2008-08-28,8349.83984375,8466.1201171875,8349.83984375,8466.1201171875,8466.1201171875,3854280000.0
^IXIC,2008-08-28,2390.110107421875,2412.840087890625,2388.550048828125,2411.639892578125,2411.639892578125,1582680000.0
^FTSE,2008-08-28,5528.10009765625,5634.0,5496.89990234375,5601.2001953125,5601.2001953125,1096926400.0
^NSEI,2008-08-28,4290.75,4304.5,4201.85009765625,4214.0,4214.0,0.0
^BSESN,2008-08-28,14289.9697265625,14347.1904296875,14002.4296875,14048.33984375,14048.33984375,18800.0
^N225,2008-08-28,12827.7197265625,12847.4599609375,12718.5302734375,12768.25,12768.25,89700000.0
000001.SS,2008-08-28,2341.9560546875,2374.24609375,2333.030029296875,2350.14306640625,2350.14306640625,34800.0
^N100,2008-08-28,763.9199829101562,781.3499755859375,759.5599975585938,778.6699829101562,778.6699829101562,320772900.0
^DJI,2008-08-28,11499.8701171875,11715.1796875,11499.7900390625,11715.1796875,11715.1796875,149150000.0
^GSPC,2008-08-28,1283.7900390625,1300.6800537109375,1283.7900390625,1300.6800537109375,1300.6800537109375,3854280000.0
GC=F,2008-08-28,828.0,842.5999755859375,824.5,830.9000244140625,830.9000244140625,503.0
CL=F,2008-08-28,118.16000366210938,120.5,114.08000183105467,115.58999633789062,115.58999633789062,272322.0
^NYA,2008-08-29,8466.0703125,8466.0703125,8380.58984375,8382.080078125,8382.080078125,3288120000.0
^IXIC,2008-08-29,2388.669921875,2393.489990234375,2360.909912109375,2367.52001953125,2367.52001953125,1559030000.0
^FTSE,2008-08-29,5601.2001953125,5649.10009765625,5587.39990234375,5636.60009765625,5636.60009765625,1109943000.0
^NSEI,2008-08-29,4230.60009765625,4368.7998046875,4230.60009765625,4360.0,4360.0,0.0
^BSESN,2008-08-29,14279.01953125,14586.16015625,14279.01953125,14564.5302734375,14564.5302734375,32400.0
^N225,2008-08-29,12925.4501953125,13079.3701171875,12918.490234375,13072.8701171875,13072.8701171875,120700000.0
000001.SS,2008-08-29,2361.0458984375,2420.847900390625,2352.09912109375,2397.368896484375,2397.368896484375,46400.0
^N100,2008-08-29,780.2100219726562,786.4099731445312,777.8599853515625,782.8099975585938,782.8099975585938,308116400.0
^DJI,2008-08-29,11713.23046875,11713.23046875,11543.3896484375,11543.9599609375,11543.9599609375,166910000.0
^GSPC,2008-08-29,1296.489990234375,1297.5899658203125,1282.739990234375,1282.8299560546875,1282.8299560546875,3288120000.0
GC=F,2008-08-29,831.7000122070312,833.0,831.7000122070312,829.2999877929688,829.2999877929688,116.0
CL=F,2008-08-29,115.75,118.76000213623048,115.0,115.45999908447266,115.45999908447266,216481.0
